name,release_date,required_age,price,header_image,positive,negative,recommendations,genres,categories,description
WARSAW,2019-10-02,0.0,23.99,https://cdn.akamai.steamstatic.com/steam/apps/1026420/header.jpg?t=1657716289,0.0,589.0,34.0,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Tablet","Tactical RPG,Turn-Based Strategy,Wargame,Historical,Strategy RPG,Perma Death,RPG,Difficult,Turn-Based Combat,2D,Rogue-lite,Party-Based RPG,Strategy,Comic Book,Team-Based,Female Protagonist,Turn-Based Tactics,Hand-drawn,Stylized,World War II","Use everything at your disposal to help a team of accidental heroes survive the onslaught in their home city and overcome tremendous odds stacked against them in this tactical rpg set on the streets of occupied Warsaw of 1944. LEAD YOUR TEAM Enlist the help of men and women, soldiers and civilians, the young and the old and use their unique skills, expertise and abilities to challenge the enemy. Meet people from all walks of life united in their attempt to overthrow the German occupiers. OWN YOUR SKILLS Create a mix of versatile skills that will allow you to flank your enemies, detonate obstacles, snipe stragglers and push or pull enemies into the area where your carefully planned attacks deal the most damage. Make sure your Heroes are stacked with the right weapons salvaged, obtained from the enemy or air drops. Develop them using medal system to unlock a unique set of skills, and construct the best team of all the Heroes Ã‚Æ’?? both joining the forces and enlisted in the Hideout in exchange for the collected resources. MAKE YOUR MOVES Make your way on the carefully reconstructed map of Warsaw of 1944, encountering both historical and random events that immerse you in the story of the city that valiantly stood up to the Nazi oppressor. Patrol the streets fulfilling the orders issued by HQ, discover facts about the past of your Heroes and decide when to fight, and when to withdraw. SURVIVE THE UPRISING Learn all the strengths and weaknesses of your assigned team. Find the best combination of personnel, weapons and skills to overcome more and more lethal enemies thrown to quell the uprising. Fight your way through infantry, specialized troops, heavily armed units, special ordnance and armored vehicles. Make your choices in the many story infused events and live with their results. And donÃ‚Æ’??t let the ever increasing ferocity and intensity of forces thrown your way stop you from your one goal. Turning your Heroes into survivors. Not victims. MAIN FEATURES Turn-based tactical rpg with characters of varying classes, and with skill and resource management in immersive WWII setting A deep tactical combat system with multitude of complementing skills, weapons and character abilities Character stories and backgrounds delivered through gameplay as well as numerous historical and fictional events happening under specific gameÃ‚Æ’??s circumstances Incredible replay value due to non-linear gameplay"
Cthulhu Realms,2016-07-01,0.0,0.0,nan,,,,nan,nan,"Star Realms has gone insane! Introducing Cthulhu Realms! Are you zany enough to play the crazier and creepier cousin of Star Realms? Download and play today to find out why Cthulhu Realms is so crazily addictive! How to Play the Game: In Cthulhu Realms, each player tries to drive their opponent insane or have more sanity than their opponents when the deck runs out. Each player starts the game with a small deck comprised of initiates, goons and followers. Five cards from the deck form a row of available cards on the table"
Clockwork Dungeon,2021-08-27,0.0,1.99,https://cdn.akamai.steamstatic.com/steam/apps/1620060/header.jpg?t=1630096342,0.0,5.0,25.0,"Single-player,Steam Achievements","Casual,Puzzle,2D,Singleplayer,Linear,Indie","Treasure awaits within the dungeon! There are no guards... but the dungeon was built to protect itself until the end of time, its traps operating like clockwork! Your task is to get the gold and escape alive! The order in which the traps trigger is known in advance, so it is up to you to plan your path to the treasure... and then back again to the exit... Good luck and beware of the traps. Deadly Spikes Flaming Walls Breaking Floors ...And moreÃ‚Æ’?ÃƒÂ to be discovered! FEATURES: 20 hand crafted levels Solve unique puzzles harder than they initially seem Increasing difficulty and complexity A secret hidden bonus level Achievements Full original soundtrack"
Royal Battleships,2018-04-06,0.0,2.99,https://cdn.akamai.steamstatic.com/steam/apps/825930/header.jpg?t=1657805439,0.0,36.0,19.0,"Single-player,Steam Achievements,Steam Leaderboards","Indie,Casual","Sometimes there is nothing better than a tourney in a classic battleships game. You can see a beautifully designed sea battle, familiar to those from your school times. You have to play against the computer and you need to destroy all enemy ships before yours are destroyed. Features: Very beautiful graphics Classic game You can compete with your friends Supporting all platforms (Windows, Mac, Linux, SteamOS) A lot of Steam achievements The gameplay is very simple. When you are preparing for the match, there are some ships of different sizes - from simple battle boat to a huge battleship. You put them on the battlefield and nobody else than you knows their location. Of course, don't know the enemy's positions neither. Thus the battle is absolutely fair and you can only guess where to shoot. Of course, if you hit a battleship for the first time, it will be easy to find the other tiles. However, finding all enemy boats can be a real challenge. Do not forget that this game is not about speed, but about variety, so that the battle is always different. The game perfectly develops strategic thinking and will be useful to both adults and children. In addition, it will help you to plunge into nostalgia for simple classic games."
Diary of Lucie,2020-11-25,0.0,12.99,https://cdn.akamai.steamstatic.com/steam/apps/1454010/header.jpg?t=1654343206,0.0,100.0,0.0,"Single-player,Partial Controller Support,Steam Cloud","Action Roguelike,Action,Rogue-lite,RPGMaker,Mystery,Fantasy,Rogue-like,Dungeon Crawler,2D,Pixel Graphics,Early Access,Strategy,Top-Down,Indie,Magic,RPG,Adventure,Top-Down Shooter,Procedural Generation,Singleplayer","Diary of Lucie is action-roguelite game made with RPG Maker. In addition to simply avoiding the enemy's barrage, strategically use the enemy's bullet to make the battle situation advantageous! In Roguelike mode, Lucie can get 2 types of weapons, 4 types of skills, and abilities with various special effects. Choose the best weapon for you! A bow with high utility from a distance, a sword with a quick melee combo ability, or a wand specializing in magic attacks may be good for you. Every skills has a place to use. Combine your skills as effectively as possible to create a playstyle that suits you. Features of the game -Hard Difficulty : Diary of Lucie is basically designed with Hard difficulty. At first, you will die soon, but you will see yourself and Lucie getting stronger and stronger. -Roguelite : Each time, skills, items, and enemies are all randomly generated. Strategically take care of what you need as quickly as possible. If you're lucky, you can even get a powerful weapon and start from the beginning. Of course you will die soon, but don't be disappointed As you die, your experience and Lucie's abilities will increase more and more! -Variety of play by weapon : Every weapon has its own special ability. Sometimes, depending on the enchantment, the performance may change completely. -Various skill combinations : Skills are acquired at random each time, but you can also choose strategically to farm. Combine various skills effectively. -Cute character motion : Enjoy smooth motion and various dot-graphic motions. -Hidden Story : Don't give up on the challenge! As you progress through Roguelike mode, the story between Lucie's past and the characters will naturally reveal little by little."
Alien Breed 3: Descent,2010-11-17,0.0,9.99,https://cdn.akamai.steamstatic.com/steam/apps/22670/header.jpg?t=1655730869,0.0,349.0,13.0,"Single-player,Multi-player,Co-op,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards","Action,Shooter,Sci-fi,Aliens,Third Person,Isometric,Top-Down Shooter,Co-op,Twin Stick Shooter,Top-Down,Singleplayer,Horror,Arcade","Alien BreedÃ‚Æ’?Ã‚Â½ 3: Descent is the final explosive chapter in the Alien BreedÃ‚Æ’?Ã‚Â½ series, and is a science fiction arcade-shooter with an epic story, swarms of highly intelligent alien enemies, high-impact weapons and stunning environments, developed using Epic Games' UnrealÃ‚Â¶Ã‚Â© Engine 3. Descend into hell and once again take control of the hero, Conrad, the shipÃ‚Æ’??s Chief Engineer, in his last stand against the savage alien horde. While the doomed vessel, the Leopold, and the alien space craft plunge deeper into the planetÃ‚Æ’??s atmosphere, with an icy ocean promising a watery grave, you have just hours to defy a grisly death and survive the alien onslaught for the final time. As you struggle deeper into the sinking alien ship, through the freezing waters flooding every corridor, the horrifying truth surrounding the existence of the Breed is finally uncoveredÃ‚Æ’?ÃƒÂ In addition to the thrilling conclusion to the single-player campaign and the relentless and competitive Ã‚Æ’??SurvivorÃ‚Æ’?Ã‚Â modes, the game offers action-packed, two-player online co-operative battle modes. Key Features Alien BreedÃ‚Æ’?Ã‚Â½ 3: Descent - The stunning final chapter in the Alien BreedÃ‚Æ’?Ã‚Â½ trilogy - an action-packed mix of arcade-shooter, survival-horror and tactical weapons upgrades and customisation. The final descent into hell! NEW - Set pieces Ã‚Æ’?? battle the breed through flooded levels and hull walk sections. NEW Ã‚Æ’?? Third-person action - take control of the hero, Conrad, in the new action-packed, third-person, sections. NEW Ã‚Æ’?? Fight the last stand armed with powerful new weaponry: The Project X is a Ã‚Æ’??BFGÃ‚Æ’?? that vaporizes everything it comes into contact with. The Electro-Link gun fires bolts of electricity and also sends chain lightning to damage nearby enemies. NEW Ã‚Æ’?? Survive new alien enemies Ã‚Æ’?? the Ã‚Æ’??Electro-shockerÃ‚Æ’?? and dramatic encounters with the final horrifying bosses. Epic single-player Story mode Ã‚Æ’?? The final chapter in the single-player campaign mode that concludes the thrilling narrative of the game through huge and challenging environments, including the new research lab level. Single-player Survivor mode Ã‚Æ’?? Resist endless waves of intense alien horde attacks in specifically designed arena environments. Single-player Free-play mode Ã‚Æ’?? A single-player challenge mode Ã‚Æ’?? beat your high score on a previously completed campaign mission. Two-player Co-operative play mode Ã‚Æ’?? Work together to defeat the alien horde across three specially customised assault maps for two players online. Two-player Co-operative Survivor mode Ã‚Æ’?? Join forces online and try to survive three specifically designed arena environments. Get competitive and challenge others online to beat your survivor abilities on the extensive Leader-boards. Additional Online features Ã‚Æ’?? Quick Match/Create Game/Friends Lists/Voice Chat/Leader-boards/Steam Achievements/Co-operative Achievements. Upgrades shop Ã‚Æ’?? Search fallen comrades and lockers to accumulate cash, and then tactically spend it on weapons/kit upgrades in the in-game shop. Playable demo/trial Ã‚Æ’?? A purpose-designed, action-packed free sample section of Alien BreedÃ‚Æ’?Ã‚Â½ 3: Descent, called Ã‚Æ’??The PrologueÃ‚Æ’??, which also features a time-limited Survivor mode map."
Hunting Unlimited 3,2020-11-06,0.0,9.99,https://cdn.akamai.steamstatic.com/steam/apps/1330820/header.jpg?t=1604674624,0.0,17.0,0.0,Single-player,"Simulation,Sports,Action,Hunting,Level Editor,3D,First-Person,Third Person,Casual,Inventory Management,Singleplayer","When it comes to hunting, thereÃ‚Æ’??s nothing more real! Travel throughout the United States, Canada and Zambia to lock your sights on the prey of a lifetime. Unique action-packed missions will get your quarry running and your heart pumping. Track the quarry of your choice: White-tailed Deer, Mule Deer, Pronghorn, Buffalo, Elk, Grizzly, Moose, Mountain Goat, Mountain Lion and Wild Boar. Travel the rough terrain on foot, horse and ATV to search out and bring home that prized trophy. Explore the rugged landscapes of Alberta, Canada, Arizona, Maine, Oregon, Tennessee. Take the hunt to the harsh Zambian landscape to track down Lions, Elephants and Kudu. Perfect your shot at the Target Range before the big hunt. Track your quarry in 50+ action-packed mission challenges or roam the landscape in Free Hunt mode. Experience your perfect shot from a bullet's view with the enhanced Bulletcam. Pick the perfect tools for each of your hunts, selecting from over 30 weapons and accessories. Design your ultimate hunt using Hunting Unlimited 3Ã‚Æ’??s in-game Mission Editor, then trade with your huntinÃ‚Æ’?? buddies via email."
Hero of the Kingdom II,2015-02-20,0.0,7.99,https://cdn.akamai.steamstatic.com/steam/apps/346560/header.jpg?t=1635411355,0.0,2046.0,48.0,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Adventure,Casual,Point & Click,RPG,Indie,Isometric,Singleplayer,Hidden Object,Pirates,Resource Management,Fantasy,Short,Medieval,Strategy,Story Rich,Colorful,Clicker","Sail to the farthest islands to save your sister and defeat pirates. You and your sister had finally found a safe haven in a small fishing village. But more troubles came soon after that. The threat of an unstoppable crew of pirates spread its shadow over the entire kingdom. Your beloved sister was kidnapped by the pirates and taken far away to lands unknown. You have no choice but to embark on a journey to save her. You must be brave. You will travel to the end of the world, helping people, fulfilling quests, learning valuable skills, and finding hundreds of useful items. Explore a beautiful country and sail to far islands. Help people and fulfill many interesting quests. Learn skills such as fishing, hunting and gathering. Find hundreds of useful hidden items. Reach up to 48 achievements."
Super Naughty Maid 2,2019-06-20,0.0,9.59,https://cdn.akamai.steamstatic.com/steam/apps/1097880/header.jpg?t=1634585855,0.0,0.0,0.0,"Single-player,Steam Trading Cards",nan,"Story Leona, your cute and lewd maid is back for more in Super Naughty Maid 2! With her services coming to an end, she wants to see how her beloved master has improved as she puts him to the test. Features Fully animated artwork brings Leona to life. Improved animation and quality that really shows off the realistic softness of each motion. Multiple scenes and positions to choose from as well as new variations from the previous game. Over 60 minutes of recorded voice. Listen to Leona's perverted thoughts with the lewd voice function. Optional English subtitles"
KHIO,2020-07-24,0.0,9.99,https://cdn.akamai.steamstatic.com/steam/apps/1362670/header.jpg?t=1595629192,0.0,3.0,0.0,Single-player,"Early Access,Adventure,Exploration,Survival,Rogue-like,Action Roguelike,Pixel Graphics,Open World,Atmospheric,Mystery,Building,PvE,Perma Death,Procedural Generation,Action,Singleplayer,Hunting,Crafting,Puzzle,Third Person","Explore and fight through the desolate frozen wilderness of KHIO and maybe you can piece together your forgotten past and that of the world itself. Gather resources to build tools and camps to stay warm and safe, but always be on guard, no raider will spare you even a moment in the heat of combat. In this winter wasteland, there is only one law, survival of the strongest. Discover different areas from a past civilization Solve puzzles to discover the true reason you were brought here Hunt and trap animals for food Gather resources to craft tools and weapons Stay warm and cook food by starting a fire Build a camp by constructing walls around your campfire Keep your loot secure by adding defenses around your camp Watch out for raider attacks Seek revenge by burning raider camps and stealing their loot Shootdown drones for better weaponry"
Steam Squad,2016-07-28,0.0,17.99,nan,,,,nan,nan,"Steam Squad - tactical wargame, where gameplay takes place at the alternative universe with steampunk details during the times of the Great War amongst colorful anime like settings as if drawn by Miyazaki himself. Game is posing a question what if? What if Tianxian Empire was able to colonize Siberia before Russia did and later had started war to extend its ownership over the rest of Europe and America? Players acting for the 3 of the world superpowers - Britain, Tianxia and the Holy Roman Empires have teams of up to 8 units equipped with guns and machinery of the times of WWI in order to complete 30 tactical missions. For instance, you can be asked to capture an area, defend a lodgement or a person, attempt to sabotage, etc. To succeed in the game, players must: Equip their teams according to the chosen strategy - select the right units, ammunition and armory for the mission"
Project: R.E.B.O.O.T 2,2017-01-27,0.0,2.99,https://cdn.akamai.steamstatic.com/steam/apps/575760/header.jpg?t=1610204415,0.0,29.0,0.0,"Single-player,Steam Trading Cards","Action,Adventure,Casual,Indie,Platformer,2D Platformer,2D,Psychological Horror,Linear,Singleplayer","Meet the continuation of the hardcore platformer Project: R.E.B.O.O.T! You have to play for the intelligent robot, created by the best scientists for the annual tournament 'Project: R.E.B.O.O.T'. The best minds from all the planets are programming their robots each year, which must pass 30 challenging levels, equipped with deadly traps and various obstacles. In the game you expect sea hardcore and fun, as well as new, unique locations and a variety of levels. Also do not forget that your main goal to reach the end and prove to everyone that you are the best!"
Aerofly FS 2 Flight Simulator,2017-11-20,0.0,37.49,https://cdn.akamai.steamstatic.com/steam/apps/434030/header.jpg?t=1611007152,0.0,1490.0,0.0,"Single-player,Partial Controller Support","Flight,Simulation,VR,Racing,Physics,Open World,Realistic,Education,Exploration,Jet,3D Vision,Relaxing,3D,Level Editor,America,Singleplayer,TrackIR,Early Access,Indie,Multiplayer","Aerofly FS 2 lets you explore the world of flying in a quality never seen before. Fly a large selection of highly detailed aircraft or a helicopter with fully animated and interactive 3D cockpits. Aerofly FS 2 is a next generation flight simulator open for add-ons and sets a high value on realistic flight physics, highly detailed aircraft and a stunning, photo realistic scenery. World wide coverage of elevation data and aerial images is included with Aerofly FS 2. At the same time, Aerofly FS 2 features an intuitive user interface and requires virtually no training time. Take your seat in the cockpit and enjoy flying over the famous Golden Gate Bridge or visit Alcatraz Island. Learn the basics of flying at our flight school or jump right into the captain's seat and land the majestic 747 at one of the busiest airports of the world. FEATURES 22 aircraft included: - A320 - B737-500 - B747-400 - B777-300ER - C172, Baron 58 - EC135 and Robinson R22 Beta II helicopters - F-15, F-18, Aermacchi MB-339 - King Air C90 GTx, Learjet 45 - Extra 330, Pitts S-2B biplane, BÃƒâ€¡Ã‚Â¬cker Jungmeister - Corsair F4U, P-38 Lightning, Sopwith Camel - ASG 29 and Swift S1 gliders - Dash-8 Q400 (available as free DLC) Highly detailed and interactive 3D cockpits Adjustable cockpit lighting at night time Realistic flight physics Interactive Flight school for learning the basics of flying High resolution aerial images and over 200 airports for the South West of the United States World wide elevation and aerial images Display terrain features like mountains, lakes and cities for easy VFR navigation Route editor for easy flight planning Adjustable time of day Adjustable wind, clouds, visibility, thermal activity and turbulence Replay system Different view modes Support for multiple joysticks, throttle units, rudder pedals and more TrackIR support Full Oculus Rift VR support and full Oculus Touch controller support HTC Vive VR support and full Vive Controller support Support for Saitek Multi Panel, Radio Panel, Switch Panel and Saitek TPM"
Turtle Lu,2018-03-22,0.0,2.99,https://cdn.akamai.steamstatic.com/steam/apps/810740/header.jpg?t=1564767072,0.0,4.0,0.0,Single-player,"Action,Adventure,Indie,Casual,Platformer,Arcade,2D,Retro,Minimalist,Atmospheric,Singleplayer","Turtle Lu Turtle Lu is an old-school Action-Adventure game, Explore immense 2D Zones. Day after day, Lu watched creepy little caterpillars crawl past his window. Everywhere. Like the pitter patter of birds on a tin roof, the squirming sensation of moles crawling under the floor. The days flew by, each like the one before, monotonous. Lu lay down with the sunset every night, and awoke to the cock-a-doodle doo of the rooster outside every morning. The months passed by, the spring rain, autumn sun, leaves of fall and nowÃ‚Â¶?snow is falling on the roof. Lu curled up in his shell and fell into a long, deep sleep. Winter was as it always is, and soon the first rays of the sun broke through the dirty, cobwebbed window. 'It looks like it's time to wake up ' he thought, opening his heavy eyes. As he crept outside his house, he was in for a big surprise. The little caterpillars had grown into giant, dangerous Monsters! Huge, angry bees circled around his home, stingers ready toÃ‚Â¶?well, sting! Mad urchins darted from house to house, destroying everything in their paths with fearsome needles! 'This outrage must be stopped!' Lu exclaimed as he set out on his perilous journeyÃ‚Â¶? FEATURES : - Beautiful, realistic graphics. - Various levels. - Pleasant sound effects and music."
Kanjozoku Game Ãƒâ€ Ã‚Å¸Ã‚ÂªÃƒâ€ Ã‚Å¸Ã‚Â¬Ãƒâ€ ?ÃƒÂ¦Ãƒâ€ Ã‚Å¸Ã‚Â¬,2022-07-16,0.0,5.99,https://cdn.akamai.steamstatic.com/steam/apps/2073470/header.jpg?t=1658578826,0.0,392.0,0.0,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Partial Controller Support","Racing,Sports,Combat Racing,Driving,PvP,PvE,Automobile Sim,Arcade,3D,Third Person,Simulation,Open World,Anime,Realistic,Moddable,Atmospheric,Cinematic,1990's,Old School,Retro","Kanjozoku Game Ãƒâ€ Ã‚Å¸Ã‚ÂªÃƒâ€ Ã‚Å¸Ã‚Â¬Ãƒâ€ ?ÃƒÂ¦Ãƒâ€ Ã‚Å¸Ã‚Â¬ : 90s Osaka Kanjo Illegal street racing. Feel like an street racer and drive on japanese autobahns. True 90s and 2000s JDM Cars to drive and tune. Engine Tuning: Internals, Turbochargers, ECU, Fuel, Intake, Exhaust, etc. Engine Swaps: 2JZ, RB26, VQ35, 4AGE, B16B, 13B, LS3, SR20, CA18, and much more! Body Tuning: Bumpers, Hoods, Fenders, Lights, etc. Suspension Tuning: Wheels, Rims, Tyres, Camber, Coilovers, Spacers etc. Load custom vinyls/liveries to the car. Online Races: Time Attack, Minimum Speed, Do not Crash, Avoid Traffic, etc. Online Car Meets and Hotspots. Drift with RWD and AWD cars. High Speed Police Chases. Rating system: Avoid traffic at high speeds, complete races, escape police chases, play online and PvP with someone else to gain more rating."
PowersVR,2020-10-10,0.0,9.99,https://cdn.akamai.steamstatic.com/steam/apps/589250/header.jpg?t=1602346000,0.0,37.0,4.0,"Single-player,Steam Achievements","Action,Indie,Simulation,VR,Superhero,Early Access,Comic Book","PowersVR lets you be the caped crusader from comic books. Featuring a cast of colorful heroes, you'll get to test out their unique superpowers in Metropolis. Compete in challenges, unlock all superpowers, fight enemies and discover hidden collectibles. With more heroes and challenges yet to come! Metropolis City is a giant VR sandbox, filled with interesting locations and enemies to face. Follow the beams of light to discover new heroes with all new abilities, some beams will lead you to a challenge. Have the right hero? A section of the map becomes an isolated activity in which you compete for a high score! Secret collectibles are scattered in every nook and cranny, gathering them will unlock all sorts of artwork in the Gallery."
Draw Your Game,2017-08-10,0.0,4.99,nan,,,,nan,nan,"Ã‚Æ’??I wish I could make my own video game.Ã‚Æ’?Ã‚Â Who among us hasn't thought that at some point? Draw Your Game is a user-friendly application allowing anyone and everyone to create their own video game in a few quick steps: Ã‚Æ’?ÃƒÂ´ Draw your game's world on a piece of paper, using four different colors (black, blue, green and red). Ã‚Æ’?ÃƒÂ´ Use the 'Draw Your Game' app to take a picture of your drawing. Ã‚Æ’?ÃƒÂ´ Wait 10 seconds, while Draw Your Game transforms the drawing into a game. Ã‚Æ’?ÃƒÂ´ Play your game, with a character that you can control. Ã‚Æ’?ÃƒÂ´ Share your creation with other Draw Your Game users. Four different colors to create the world of your choosing: Ã‚Æ’?ÃƒÂ´ Black for stationary floors/ground"
